ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
46,South Dakota,SD,46013,Brown County,46013951900,Census Tract 9519; Brown County; South Dakota,475.839358884376,3202,403,1463,146,1265,142,250,82,34,27,204,59,103,46,237,82,619,98,875,204,262,69,52,32,17,42,99,566,21,17,124,46,23,29,27,27,45,3,7.9,2.4,2.0,1.5,16.1,4.3,4.7,2.2,7.5,2.5,19.3,3.6,27.3,3.9,8.3,2.3,4.1,2.5,0.6,1.4,3.1,17.7,1.4,1.2,8.5,3.1,1.8,2.3,2.1,2.1,1.4,0.2,0.0871,0.4191,0.361,0.2697,0.4772,1.6141,0.2241,0.5892,0.722,0.1494,0.4689,0.6888,2.6183,0.6639,0.0332,0.0332,0.0332,0.2739,0.6473,0.6307,0.2946,0.4564,2.3029,0.4481,6.5685,0.3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808,127,47,0,10,56,38,0,10,0,10,0,10,43,27,0,10,10.0,3.7,0.0,0.8,1.7,1.2,0.0,0.8,0.0,0.8,0.0,0.8,1.3,0.8,0.0,0.8
46,South Dakota,SD,46013,Brown County,46013952000,Census Tract 9520; Brown County; South Dakota,1152.165558502946,4078,422,2056,201,1684,185,328,133,54,63,205,69,150,62,213,94,938,152,997,231,364,116,27,19,0,40,186,579,19,19,151,61,3,11,17,15,0,10,8.1,3.2,2.5,2.9,12.2,3.9,5.1,2.0,5.2,2.2,23.0,3.7,24.4,4.1,8.9,2.6,1.6,1.1,0.0,1.0,4.6,14.2,0.9,0.9,7.3,3.0,0.2,0.7,1.0,0.8,0.0,0.2,0.0996,0.5311,0.1245,0.2988,0.2697,1.3237,0.1618,0.7469,0.527,0.195,0.1286,0.0,1.5975,0.0788,0.0954,0.0954,0.0954,0.2407,0.5726,0.2697,0.1618,0.0,1.2448,0.0996,4.2614,0.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,224,133,31,58,10,14,29,42,66,72,0,10,46,45,4,4,13.3,7.1,0.8,1.4,0.2,0.4,0.7,1.0,1.6,1.8,0.0,0.6,1.1,1.1,0.1,0.1
46,South Dakota,SD,46015,Brule County,46015973100,Census Tract 9731; Brule County; South Dakota,785.290911073716,2486,211,1205,71,986,85,632,193,41,38,158,45,228,87,223,107,498,65,665,98,290,84,35,23,0,40,134,283,25,23,153,47,1,10,30,21,16,3,25.6,7.5,3.4,3.1,16.0,4.4,14.0,5.1,9.0,4.2,20.0,2.8,26.7,2.7,11.7,3.1,3.5,2.3,0.0,1.7,5.4,11.4,2.1,1.9,12.7,3.8,0.1,1.0,3.0,2.3,0.6,0.1,0.7427,0.6805,0.3527,0.8838,0.5975,3.2572,0.7593,0.6224,0.6598,0.4772,0.361,0.0,2.1204,0.3195,0.1452,0.1452,0.1452,0.3444,0.7469,0.2573,0.4191,0.3693,2.137,0.3651,7.6598,0.4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,231,50,1,6,61,49,0,10,27,28,0,10,45,45,0,10,23.4,4.5,0.0,0.2,2.5,1.9,0.0,1.0,1.1,1.1,0.0,1.0,1.8,1.8,0.0,1.0
46,South Dakota,SD,46015,Brule County,46015973200,Census Tract 9732; Brule County; South Dakota,31.93045972359,2761,211,1160,71,972,99,626,200,47,39,152,57,280,99,255,104,506,72,618,98,457,95,50,42,7,40,853,281,124,76,56,40,3,11,67,51,287,11,24.0,7.4,3.1,2.5,15.6,5.6,14.4,5.0,9.8,3.8,18.3,2.8,22.4,2.5,17.5,3.7,5.2,4.3,0.3,1.5,30.9,9.9,10.7,6.5,4.8,3.4,0.3,1.1,6.9,5.2,10.4,0.9,0.6929,0.6432,0.2988,0.8921,0.6432,3.1702,0.722,0.5104,0.3651,0.8797,0.6224,0.527,2.9046,0.8465,0.8299,0.8299,0.8299,0.6846,0.444,0.2822,0.7261,0.9253,3.0622,0.7718,9.9669,0.8257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3738,228,73,68,54,33,37,0,10,618,122,0,10,134,99,0,10,23.5,7.0,2.5,2.0,1.2,1.4,0.0,0.9,22.4,4.2,0.0,0.9,4.9,3.6,0.0,0.9
46,South Dakota,SD,46017,Buffalo County,46017940200,Census Tract 9402; Buffalo County; South Dakota,471.404984364212,1859,201,588,48,492,50,859,143,104,44,136,37,160,48,737,181,140,33,707,118,260,58,75,28,14,43,1516,212,34,15,107,37,54,23,70,26,2,3,46.6,5.9,14.9,5.7,27.6,7.0,17.6,5.2,39.6,7.3,7.5,1.8,38.0,4.3,14.0,2.8,15.3,5.5,0.9,2.6,81.5,7.2,5.8,2.5,18.2,6.0,11.0,4.5,14.2,5.0,0.1,0.2,0.9336,0.9668,0.8008,0.9419,0.9876,4.6307,0.9834,0.0581,0.971,0.7303,0.9627,0.7593,3.4814,0.971,0.9627,0.9627,0.9627,0.5436,0.8672,0.9502,0.9378,0.2407,3.5395,0.9004,12.6143,0.9917,1,1,0,1,1,4,0,1,0,1,0,2,1,1,0,0,1,1,0,2,9,1237,191,43,0,10,154,19,0,10,1346,177,0,10,0,10,16,21,38.8,7.9,0.0,1.3,8.3,1.2,0.0,1.3,72.4,3.6,0.0,1.3,0.0,1.3,0.9,1.1
46,South Dakota,SD,46019,Butte County,46019967600,Census Tract 9676; Butte County; South Dakota,2146.449857064984,2719,385,1367,169,1074,154,786,184,43,32,247,82,194,113,388,148,663,131,611,195,514,162,39,27,0,40,284,527,16,14,485,103,31,24,28,29,25,5,28.9,5.4,3.2,2.4,23.0,6.9,9.9,5.5,14.3,5.4,24.4,3.9,22.5,5.3,18.9,5.3,3.6,2.5,0.0,1.6,10.4,19.3,1.2,1.0,35.5,6.5,2.9,2.2,2.6,2.6,0.9,0.1,0.7801,0.6515,0.6846,0.7635,0.7967,3.6764,0.8506,0.8091,0.3693,0.9212,0.3776,0.0,2.4772,0.5602,0.39,0.39,0.39,0.2573,0.9834,0.7386,0.3651,0.4066,2.751,0.6639,9.2946,0.722,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,2127,220,80,0,10,28,28,0,10,72,56,0,10,167,129,17,30,20.5,7.0,0.0,0.9,1.0,1.0,0.0,0.9,2.6,2.1,0.0,0.9,6.1,4.4,0.6,1.1
46,South Dakota,SD,46019,Butte County,46019967701,Census Tract 9677.01; Butte County; South Dakota,94.67112352287,5156,404,1951,164,1831,178,683,292,19,23,274,123,353,220,422,152,964,147,1209,188,642,204,51,48,0,60,822,569,32,58,520,155,55,62,63,69,109,4,13.7,5.7,0.7,0.9,15.0,6.6,9.5,5.8,8.3,3.1,18.7,2.9,23.4,2.8,12.7,3.9,2.8,2.6,0.0,1.2,15.9,11.0,1.6,3.0,26.7,7.8,3.0,3.4,3.4,3.7,2.1,0.2,0.3112,0.1618,0.2739,0.722,0.5394,2.0083,0.3693,0.5394,0.444,0.6141,0.2697,0.0,1.8672,0.166,0.5892,0.5892,0.5892,0.2946,0.9585,0.7593,0.4689,0.5519,3.0332,0.7593,7.4979,0.4647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2633,119,82,0,15,399,37,0,15,42,51,0,15,339,172,42,56,6.5,4.3,0.0,0.5,7.7,0.8,0.0,0.5,0.8,1.0,0.0,0.5,6.6,3.3,0.8,1.1
46,South Dakota,SD,46019,Butte County,46019967702,Census Tract 9677.02; Butte County; South Dakota,8.887866494756,2494,280,1407,134,1207,159,724,216,254,147,466,161,223,143,726,330,406,88,604,108,404,163,80,59,0,40,125,395,107,87,181,81,43,47,66,53,13,7,29.1,8.0,17.6,10.2,38.6,12.3,13.8,8.7,29.1,12.7,16.3,3.6,24.2,3.3,16.2,6.3,6.6,4.8,0.0,1.7,5.0,15.8,7.7,6.1,12.9,5.7,3.6,3.9,5.5,4.3,0.5,0.3,0.7842,0.9751,0.971,0.8755,0.9668,4.5726,0.9793,0.3942,0.5104,0.8299,0.7344,0.0,2.4689,0.556,0.1286,0.1286,0.1286,0.6017,0.751,0.7884,0.6307,0.3568,3.1286,0.805,10.2987,0.8672,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3414,133,63,0,10,14,19,37,66,11,19,13,23,50,70,0,10,11.0,5.3,0.0,1.0,0.6,0.7,1.5,2.6,0.4,0.8,0.5,0.9,2.0,2.8,0.0,1.0
46,South Dakota,SD,46021,Campbell County,46021964100,Census Tract 9641; Campbell County; South Dakota,733.676491079238,1534,116,926,51,691,58,206,63,31,21,98,28,142,39,69,32,419,49,346,68,188,36,11,10,8,38,81,164,18,15,125,38,9,8,31,21,4,2,13.5,4.0,3.9,2.7,14.2,3.9,12.8,3.4,4.5,2.1,27.3,3.0,22.6,3.6,12.3,2.4,1.6,1.4,0.6,2.6,5.3,10.7,2.0,1.6,13.5,3.9,1.3,1.2,4.5,3.0,0.3,0.1,0.2905,0.7303,0.2158,0.8382,0.1701,2.2449,0.444,0.9129,0.3776,0.5436,0.1286,0.6888,2.6515,0.7012,0.1328,0.1328,0.1328,0.3237,0.7801,0.527,0.5685,0.3029,2.5022,0.5602,7.5314,0.473,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,982,189,36,0,10,61,19,2,3,4,6,0,10,14,17,0,10,27.4,4.9,0.0,1.6,4.0,1.2,0.1,0.2,0.3,0.4,0.0,1.6,0.9,1.1,0.0,1.6
46,South Dakota,SD,46023,Charles Mix County,46023940200,Census Tract 9402; Charles Mix County; South Dakota,349.093392795016,3199,253,1241,79,927,82,1235,199,168,60,170,40,272,73,818,177,514,58,948,148,425,66,31,15,9,37,1719,312,4,5,82,24,78,28,45,19,107,7,40.2,5.6,12.8,4.6,18.3,4.0,13.9,3.6,26.4,4.8,16.1,2.0,29.6,2.8,13.7,2.4,3.4,1.6,0.3,1.3,53.7,8.8,0.4,0.4,6.6,1.9,8.4,2.9,4.9,2.1,3.3,0.3,0.9046,0.9627,0.4813,0.8797,0.9378,4.1661,0.9087,0.3776,0.8423,0.7054,0.3444,0.527,2.7967,0.7884,0.9212,0.9212,0.9212,0.1577,0.5187,0.9336,0.5892,0.6971,2.8963,0.722,10.7803,0.9087,1,1,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,5,2075,218,45,8,10,144,75,3,6,1333,170,0,10,211,78,20,17,23.5,4.9,0.3,0.3,4.5,2.2,0.1,0.2,41.7,4.3,0.0,0.8,6.6,2.4,0.6,0.5
46,South Dakota,SD,46023,Charles Mix County,46023940300,Census Tract 9403; Charles Mix County; South Dakota,316.0284059353,3567,206,1225,59,1048,68,1068,210,113,39,205,44,259,73,673,182,659,72,1172,124,402,72,71,26,0,40,1702,272,92,23,40,18,57,32,73,24,164,9,31.3,5.9,7.5,2.6,19.6,4.0,12.7,3.5,19.6,5.1,18.5,2.2,32.9,2.3,11.7,2.1,6.8,2.4,0.0,1.2,47.7,7.1,7.5,1.8,3.3,1.4,5.4,3.0,7.0,2.3,4.6,0.4,0.8216,0.8921,0.5436,0.8299,0.8963,3.9835,0.8921,0.5187,0.9253,0.4772,0.7469,0.0,2.6681,0.722,0.9129,0.9129,0.9129,0.5851,0.3568,0.8797,0.7344,0.8008,3.3568,0.8465,10.9213,0.917,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,3912,272,52,4,5,210,79,17,20,1215,193,5,7,246,91,5,8,26.0,4.6,0.1,0.1,5.9,2.1,0.5,0.6,34.1,5.0,0.1,0.2,6.9,2.6,0.1,0.2
46,South Dakota,SD,46023,Charles Mix County,46023970100,Census Tract 9701; Charles Mix County; South Dakota,432.020262593906,2536,259,1202,99,988,91,673,320,13,17,201,88,64,32,115,79,517,70,743,128,259,79,36,26,0,40,74,359,5,12,21,14,10,11,39,26,53,4,27.1,12.6,1.0,1.2,20.3,8.7,3.9,2.1,4.6,3.3,20.4,3.0,29.3,2.9,10.4,3.5,3.6,2.6,0.0,1.7,2.9,14.2,0.4,1.0,1.7,1.2,1.0,1.1,3.9,2.7,2.1,0.3,0.7593,0.2531,0.5809,0.195,0.1909,1.9792,0.361,0.6515,0.8257,0.3568,0.3776,0.0,2.2116,0.3776,0.0249,0.0249,0.0249,0.1577,0.249,0.5021,0.527,0.5519,1.9877,0.2946,6.2034,0.2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826,190,59,0,10,15,21,5,7,14,17,0,10,40,28,0,10,19.2,5.9,0.0,1.0,0.6,0.8,0.2,0.3,0.6,0.7,0.0,1.0,1.6,1.1,0.0,1.0
46,South Dakota,SD,46025,Clark County,46025955800,Census Tract 9558; Clark County; South Dakota,957.51145604911,3837,0,1619,18,1360,63,721,155,89,43,305,66,227,81,288,78,896,18,1091,58,421,78,53,27,43,58,299,16,36,21,104,43,21,17,43,24,122,9,19.4,4.2,5.3,2.6,22.4,4.7,8.9,3.2,7.6,2.1,23.4,0.5,28.4,1.5,11.2,2.1,3.9,2.0,1.2,1.7,7.8,0.4,2.2,1.3,6.4,2.7,1.5,1.2,3.2,1.8,3.2,0.2,0.5643,0.8216,0.6556,0.6556,0.4855,3.1826,0.7303,0.7676,0.7759,0.4481,0.4398,0.7967,3.2281,0.9253,0.2697,0.2697,0.2697,0.3527,0.5104,0.556,0.4357,0.6888,2.5436,0.5726,9.224,0.7137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937,230,40,15,24,157,0,18,18,3,4,0,10,94,32,12,12,16.9,3.0,0.4,0.6,4.1,0.0,0.5,0.5,0.1,0.1,0.0,0.6,2.4,0.8,0.3,0.3
46,South Dakota,SD,46027,Clay County,46027965700,Census Tract 9657; Clay County; South Dakota,26.586447424322,5600,395,2590,179,2256,189,1555,341,302,197,659,210,210,113,439,207,803,109,1280,171,698,195,175,87,0,60,996,539,493,169,300,147,91,104,221,129,154,13,28.6,5.9,9.8,5.9,29.2,9.0,6.8,3.6,8.0,3.6,14.3,2.0,22.9,2.7,12.7,3.6,7.8,3.8,0.0,1.1,17.8,9.5,19.0,6.4,11.6,5.6,4.0,4.6,9.8,5.5,2.8,0.1,0.7759,0.9336,0.8589,0.4938,0.5062,3.5684,0.805,0.2863,0.4066,0.6141,0.7967,0.0,2.1037,0.3071,0.6307,0.6307,0.6307,0.8091,0.7261,0.8091,0.8506,0.6183,3.8132,0.971,10.116,0.8465,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4258,148,86,69,62,213,123,280,113,330,205,0,15,98,88,6,12,6.6,3.8,1.2,1.1,3.8,2.2,5.0,2.1,5.9,3.5,0.0,0.4,1.8,1.6,0.1,0.2
46,South Dakota,SD,46027,Clay County,46027965800,Census Tract 9658; Clay County; South Dakota,384.233688715588,3019,122,1459,109,1216,100,463,207,15,19,163,72,113,53,274,136,686,104,671,105,463,140,75,38,0,40,128,181,0,14,86,73,74,78,26,19,111,6,16.1,7.2,1.0,1.3,13.4,5.8,5.1,2.4,9.4,4.6,22.7,3.5,22.2,3.3,15.9,4.7,6.2,3.1,0.0,1.4,4.2,6.0,0.0,1.0,5.9,5.0,6.0,6.4,2.1,1.5,3.7,0.1,0.4564,0.2531,0.1701,0.2988,0.6266,1.805,0.2863,0.722,0.3527,0.8091,0.6971,0.0,2.5809,0.6349,0.0788,0.0788,0.0788,0.0,0.4896,0.9004,0.2946,0.722,2.4066,0.4855,6.8713,0.3693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1029,214,77,4,7,7,13,7,14,10,19,0,10,98,63,2,3,17.6,5.9,0.1,0.2,0.2,0.4,0.2,0.4,0.3,0.6,0.0,0.8,3.2,2.1,0.1,0.1
46,South Dakota,SD,46027,Clay County,46027965900,Census Tract 9659; Clay County; South Dakota,1.210325908562,6334,356,2103,175,1944,171,1761,357,380,205,519,167,161,91,446,162,286,68,630,136,705,177,85,66,58,78,946,488,429,171,28,21,52,53,195,125,2073,41,40.9,7.6,9.7,5.0,26.7,8.3,7.9,4.3,7.1,2.6,4.5,1.1,9.9,1.9,11.2,2.7,4.4,3.4,0.9,1.3,14.9,7.7,20.4,8.0,1.3,1.0,2.7,2.7,10.0,6.2,32.7,1.9,0.9212,0.9295,0.7759,0.5851,0.4315,3.6432,0.8423,0.0041,0.0166,0.4481,0.5187,0.7593,1.7468,0.1328,0.5643,0.5643,0.5643,0.8216,0.2158,0.7054,0.8672,0.9834,3.5934,0.917,9.5477,0.7676,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,11289,188,104,186,61,110,84,165,111,153,106,4,9,271,137,57,75,9.7,5.5,2.9,1.0,1.7,1.3,2.6,1.8,2.4,1.6,0.1,0.1,4.3,2.1,0.9,1.2
46,South Dakota,SD,46029,Codington County,46029954100,Census Tract 9541; Codington County; South Dakota,273.986123635588,3483,349,1571,155,1323,130,450,176,18,21,253,91,67,36,252,160,595,141,961,165,325,94,33,26,14,44,191,494,57,48,108,64,8,14,6,7,24,6,13.0,4.9,0.9,1.1,19.1,6.6,2.8,1.5,7.3,4.4,17.1,3.7,27.6,3.3,9.4,2.5,2.5,1.9,0.4,1.3,5.5,14.2,3.6,3.0,6.9,4.1,0.6,1.1,0.5,0.5,0.7,0.2,0.2614,0.2282,0.5187,0.1079,0.4606,1.5768,0.2075,0.4274,0.7386,0.2573,0.2033,0.5809,2.2075,0.3734,0.1494,0.1494,0.1494,0.4274,0.5311,0.3859,0.0664,0.3776,1.7884,0.2282,5.7221,0.1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123,177,70,31,37,88,121,8,13,43,36,0,10,21,28,0,10,13.4,4.8,0.9,1.1,2.5,3.4,0.2,0.4,1.2,1.0,0.0,0.7,0.6,0.8,0.0,0.7
46,South Dakota,SD,46029,Codington County,46029954301,Census Tract 9543.01; Codington County; South Dakota,2.42236726831,4639,482,2284,212,2199,238,1296,367,20,30,609,218,305,152,526,307,732,110,898,208,568,235,133,87,30,62,491,690,307,156,17,27,19,59,155,164,82,5,28.3,7.4,0.7,1.0,27.7,9.4,10.2,4.7,11.5,6.5,15.8,2.9,19.4,3.6,12.4,5.2,6.0,3.9,0.7,1.4,10.6,14.8,13.5,6.7,0.7,1.2,0.9,2.7,7.0,7.0,1.8,0.2,0.7718,0.1618,0.8091,0.7759,0.722,3.2406,0.751,0.3651,0.1826,0.5602,0.6805,0.722,2.5104,0.5934,0.3983,0.3983,0.3983,0.722,0.1867,0.473,0.7344,0.5228,2.6389,0.6058,8.7882,0.6722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7444,393,192,17,30,90,144,135,97,160,154,0,10,89,88,0,10,17.9,7.7,0.4,0.7,1.9,3.1,2.9,2.1,3.4,3.3,0.0,0.5,1.9,1.9,0.0,0.5
46,South Dakota,SD,46029,Codington County,46029954302,Census Tract 9543.02; Codington County; South Dakota,3.425219722764,5091,533,2226,169,2067,177,413,189,0,15,283,122,308,151,156,98,978,168,1358,301,540,152,90,77,27,66,355,742,234,111,0,15,0,21,107,72,34,5,8.2,3.6,0.0,0.9,13.7,5.8,8.9,4.3,3.1,1.9,19.2,3.5,26.7,3.9,10.7,3.1,4.3,3.7,0.6,1.4,7.0,14.6,10.5,4.9,0.0,1.1,0.0,1.0,5.2,3.5,0.7,0.1,0.1037,0.0,0.1867,0.6556,0.0747,1.0207,0.083,0.5851,0.6598,0.39,0.4896,0.6888,2.8133,0.7925,0.2448,0.2448,0.2448,0.6722,0.0,0.0,0.6224,0.3776,1.6722,0.1909,5.751,0.1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4015,331,137,92,116,55,96,0,15,132,109,0,15,76,65,0,15,16.0,6.5,1.8,2.3,1.1,1.9,0.0,0.5,2.6,2.1,0.0,0.5,1.5,1.3,0.0,0.5
46,South Dakota,SD,46029,Codington County,46029954401,Census Tract 9544.01; Codington County; South Dakota,0.703565875256,2855,418,1361,122,1231,151,970,298,46,51,233,97,346,257,447,335,488,145,503,184,384,122,12,22,32,48,560,537,63,40,164,86,34,41,93,72,109,8,34.1,9.2,2.8,2.9,18.9,7.5,16.9,11.8,15.7,11.2,17.1,5.7,17.6,5.0,13.5,3.9,1.0,1.8,1.2,1.8,19.6,18.6,4.6,2.9,12.0,6.2,2.8,3.3,7.6,5.8,3.8,0.6,0.8548,0.6058,0.5145,0.9378,0.8382,3.7511,0.8589,0.4274,0.1245,0.6888,0.0581,0.7967,2.0955,0.3029,0.6929,0.6929,0.6929,0.4938,0.7303,0.722,0.7759,0.7303,3.4523,0.8838,9.9918,0.8299,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1754,223,107,13,23,390,254,6,13,13,26,0,10,138,122,0,10,18.1,8.4,0.5,0.8,13.7,8.0,0.2,0.5,0.5,0.9,0.0,0.9,4.8,4.1,0.0,0.9
46,South Dakota,SD,46029,Codington County,46029954402,Census Tract 9544.02; Codington County; South Dakota,0.674321737572,2485,421,1349,186,1295,195,580,233,49,77,394,172,237,102,143,161,680,165,510,252,271,110,27,42,0,40,159,603,343,125,0,10,75,47,154,104,256,13,26.0,9.2,4.6,7.1,30.4,12.5,13.3,5.7,6.4,6.8,27.4,6.9,20.5,7.7,12.2,5.4,2.1,3.2,0.0,1.7,6.4,24.2,25.4,8.6,0.0,1.8,5.8,3.5,11.9,7.8,10.3,1.8,0.751,0.7759,0.8755,0.8548,0.3983,3.6555,0.8465,0.917,0.2531,0.5187,0.1701,0.0,1.8589,0.1618,0.2075,0.2075,0.2075,0.8838,0.0,0.8921,0.9129,0.9212,3.61,0.9253,9.3319,0.7344,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,3,3325,294,138,0,10,11,22,0,10,89,75,0,10,59,79,0,10,22.7,10.1,0.0,1.0,0.4,0.9,0.0,1.0,3.6,3.3,0.0,1.0,2.4,3.1,0.0,1.0
46,South Dakota,SD,46029,Codington County,46029954501,Census Tract 9545.01; Codington County; South Dakota,16.461075756816,2785,365,1020,123,1014,120,864,292,34,52,214,84,88,52,172,91,325,86,873,227,336,119,72,49,0,40,494,483,104,51,492,112,50,46,50,36,71,5,31.0,9.7,2.2,3.3,21.1,7.9,5.3,3.1,6.2,3.1,11.7,3.5,31.3,5.4,12.1,4.4,7.1,4.8,0.0,1.5,17.7,17.2,10.2,4.8,48.2,9.3,5.0,4.5,4.9,3.6,2.5,0.4,0.8133,0.4523,0.6017,0.3402,0.3693,2.5768,0.5726,0.1867,0.8838,0.5062,0.7635,0.0,2.3402,0.4606,0.6266,0.6266,0.6266,0.6598,0.9917,0.8548,0.5892,0.5934,3.6889,0.9419,9.2325,0.7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5674,196,110,0,10,344,195,0,10,62,78,0,10,88,92,0,10,19.3,10.2,0.0,0.9,12.4,6.4,0.0,0.9,2.2,2.8,0.0,0.9,3.2,3.3,0.0,0.9
46,South Dakota,SD,46029,Codington County,46029954502,Census Tract 9545.02; Codington County; South Dakota,12.11850818411,4651,366,2407,166,2118,179,680,218,68,70,338,120,183,120,264,122,962,164,875,141,554,243,70,52,0,40,288,512,0,14,171,116,58,53,83,53,26,3,14.9,4.6,2.6,2.7,16.0,5.5,5.4,3.5,5.7,2.5,20.7,3.3,18.8,2.5,11.9,4.9,3.3,2.4,0.0,0.9,6.2,11.0,0.0,0.6,7.1,4.7,2.7,2.5,3.9,2.6,0.6,0.0,0.39,0.5602,0.3527,0.361,0.3237,1.9876,0.3651,0.6722,0.1618,0.4896,0.3195,0.0,1.6431,0.083,0.1826,0.1826,0.1826,0.0,0.5394,0.7054,0.527,0.3693,2.1411,0.3817,5.9544,0.2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5374,150,82,3,7,0,10,0,10,123,127,0,10,50,53,112,160,7.1,3.9,0.1,0.2,0.0,0.5,0.0,0.5,2.6,2.7,0.0,0.5,1.1,1.1,2.4,3.4
46,South Dakota,SD,46029,Codington County,46029954600,Census Tract 9546; Codington County; South Dakota,377.793564112582,2413,265,1039,121,918,104,333,87,6,7,136,42,46,18,91,48,469,110,684,193,194,48,34,19,0,40,95,375,1,10,77,36,14,10,20,13,2,3,13.8,3.3,0.5,0.6,14.8,4.3,2.8,1.1,3.8,2.0,19.4,4.7,28.3,5.8,8.1,2.3,3.7,2.0,0.0,1.8,3.9,15.5,0.1,1.0,7.4,3.4,1.5,1.1,2.2,1.4,0.1,0.1,0.3195,0.1203,0.2656,0.1079,0.1203,0.9336,0.0622,0.6017,0.7676,0.1328,0.4108,0.0,1.9129,0.1909,0.0705,0.0705,0.0705,0.1494,0.5809,0.556,0.3112,0.2407,1.8382,0.2448,4.7552,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,110,46,0,10,0,10,18,17,37,43,0,10,27,27,13,16,12.0,4.8,0.0,1.0,0.0,1.0,0.7,0.7,1.5,1.8,0.0,1.0,1.1,1.1,0.5,0.7
