ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
46,South Dakota,SD,46053,Gregory County,46053971100,Census Tract 9711; Gregory County; South Dakota,366.4964354236,1815,123,977,52,738,66,332,85,26,30,120,47,144,38,154,53,448,51,432,64,266,56,25,22,0,40,228,178,42,20,76,34,17,15,27,14,50,3,18.8,4.6,2.7,3.2,16.3,6.2,11.2,2.9,8.8,2.9,24.7,2.9,23.8,2.7,15.2,3.2,3.4,3.0,0.0,2.3,12.6,9.8,4.3,2.0,7.8,3.5,2.3,2.0,3.7,1.9,2.8,0.3,0.5436,0.5934,0.3776,0.8133,0.5809,2.9088,0.6598,0.8299,0.4855,0.7759,0.3444,0.0,2.4357,0.5311,0.4896,0.4896,0.4896,0.473,0.5975,0.6846,0.5021,0.6183,2.8755,0.7137,8.7096,0.6556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765,126,39,36,45,77,46,0,10,23,19,0,10,92,49,0,10,17.1,5.0,2.0,2.5,4.2,2.5,0.0,1.4,1.3,1.1,0.0,1.4,5.1,2.6,0.0,1.4
46,South Dakota,SD,46053,Gregory County,46053971200,Census Tract 9712; Gregory County; South Dakota,648.452802799378,2168,123,1234,58,855,71,549,100,25,19,133,35,123,39,129,39,556,46,515,66,234,53,29,28,0,40,299,178,56,24,87,29,8,6,43,21,9,8,25.5,4.4,2.5,1.8,15.6,3.9,8.3,2.5,6.0,1.8,25.6,2.1,23.8,2.4,10.8,2.5,3.4,3.3,0.0,2.0,13.8,8.2,4.5,1.9,7.1,2.4,0.9,0.7,5.0,2.4,0.4,0.4,0.7386,0.5311,0.2988,0.6183,0.3568,2.5436,0.5602,0.8631,0.4855,0.3983,0.3444,0.0,2.0913,0.2988,0.527,0.527,0.527,0.4896,0.5394,0.473,0.6017,0.3361,2.4398,0.5062,7.6017,0.4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,203,50,0,10,0,10,5,4,201,76,8,10,85,45,0,10,23.7,5.4,0.0,1.1,0.0,1.1,0.2,0.2,9.3,3.4,0.4,0.5,3.9,2.1,0.0,1.1
46,South Dakota,SD,46055,Haakon County,46055960100,Census Tract 9601; Haakon County; South Dakota,1810.540340999964,1755,118,914,73,709,74,377,113,0,10,83,39,45,32,182,74,468,83,397,68,267,77,24,24,0,40,168,180,24,22,218,77,0,14,63,34,45,12,22.0,6.4,0.0,3.0,11.7,5.4,3.6,2.7,10.6,4.2,26.7,4.4,22.6,3.2,15.6,4.6,3.4,3.4,0.0,2.4,9.6,10.2,2.6,2.4,23.9,7.8,0.0,2.0,8.9,4.8,2.6,0.7,0.6515,0.0,0.1037,0.166,0.6763,1.5975,0.2158,0.888,0.3776,0.7801,0.3444,0.0,2.3901,0.4855,0.3817,0.3817,0.3817,0.3693,0.9378,0.0,0.8257,0.6058,2.7386,0.6556,7.1079,0.4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1326,225,64,32,45,1,3,0,10,86,56,0,10,37,29,12,18,31.7,7.9,1.8,2.6,0.1,0.2,0.0,1.4,4.9,3.2,0.0,1.4,2.1,1.7,0.7,1.0
46,South Dakota,SD,46057,Hamlin County,46057955100,Census Tract 9551; Hamlin County; South Dakota,191.055858841812,2750,192,1491,77,1034,81,361,106,19,11,152,39,106,45,228,81,422,40,805,114,209,42,66,27,43,44,251,259,14,9,39,15,17,13,10,7,61,2,13.4,3.8,1.3,0.7,14.7,3.6,5.9,2.6,8.5,2.9,15.3,1.6,29.3,2.7,7.8,1.6,6.4,2.6,1.7,1.7,9.1,9.4,0.9,0.6,2.6,1.0,1.7,1.3,1.0,0.7,2.2,0.2,0.2822,0.3237,0.2573,0.39,0.5602,1.8134,0.2905,0.332,0.8257,0.112,0.7178,0.8506,2.8381,0.8008,0.3568,0.3568,0.3568,0.2407,0.3112,0.6058,0.1618,0.5602,1.8797,0.2656,6.888,0.3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,192,56,11,12,133,74,11,13,4,5,0,10,84,26,8,11,18.6,5.0,0.4,0.4,4.8,2.6,0.4,0.5,0.1,0.2,0.0,0.9,3.1,1.0,0.3,0.4
46,South Dakota,SD,46057,Hamlin County,46057955200,Census Tract 9552; Hamlin County; South Dakota,315.962531914774,3446,192,1297,75,1117,79,492,203,57,33,193,62,170,63,336,152,463,40,1221,114,184,44,48,33,65,69,244,259,22,16,92,57,32,20,27,15,140,6,14.9,6.1,3.6,2.2,17.3,5.4,9.3,3.3,10.2,4.8,13.4,1.2,35.4,2.0,5.6,1.4,4.3,2.9,2.1,2.3,7.1,7.5,1.7,1.2,7.1,4.2,2.9,1.8,2.4,1.3,4.1,0.3,0.39,0.7054,0.4357,0.7054,0.6598,2.8963,0.6556,0.249,0.9502,0.0373,0.4896,0.8838,2.6099,0.6515,0.249,0.249,0.249,0.3029,0.5394,0.7386,0.332,0.7593,2.6722,0.6307,8.4274,0.6017,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3093,102,31,3,5,198,75,0,10,8,14,0,10,35,32,0,10,9.1,2.8,0.1,0.1,5.7,2.1,0.0,0.7,0.2,0.4,0.0,0.7,1.0,0.9,0.0,0.7
46,South Dakota,SD,46059,Hand County,46059975600,Census Tract 9756; Hand County; South Dakota,1399.022560631172,1439,217,759,68,581,83,205,83,19,19,51,24,69,54,44,45,274,49,363,94,138,48,0,14,0,40,183,291,0,14,60,37,0,14,12,18,0,10,14.2,5.4,2.4,2.4,8.8,3.9,7.4,5.6,3.1,3.2,19.0,4.1,25.2,3.8,9.6,3.2,0.0,2.4,0.0,3.0,12.7,20.1,0.0,1.8,7.9,4.7,0.0,2.4,2.1,3.1,0.0,0.7,0.3444,0.4938,0.0332,0.5519,0.0747,1.498,0.1909,0.5519,0.5809,0.2822,0.0,0.0,1.415,0.0498,0.4938,0.4938,0.4938,0.0,0.6141,0.0,0.2946,0.0,0.9087,0.0498,4.3155,0.0456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,48,33,4,11,127,84,0,10,0,10,0,10,0,10,52,60,8.3,5.8,0.3,0.8,8.8,5.4,0.0,1.7,0.0,1.7,0.0,1.7,0.0,1.7,3.6,4.0
46,South Dakota,SD,46059,Hand County,46059975700,Census Tract 9757; Hand County; South Dakota,37.609888482808,1636,156,946,65,805,73,247,58,0,10,136,40,78,32,74,42,503,53,330,76,313,50,34,21,0,40,44,214,100,31,68,30,5,5,47,20,72,5,15.6,3.3,0.0,2.9,16.9,4.7,6.6,2.6,4.7,2.5,30.7,3.6,20.2,3.4,19.8,3.0,4.3,2.6,0.0,2.5,2.7,13.1,10.6,3.2,7.2,3.1,0.6,0.6,5.8,2.5,4.4,0.5,0.4398,0.0,0.4191,0.4772,0.1992,1.5353,0.195,0.9793,0.2282,0.9378,0.4896,0.0,2.6349,0.6763,0.0166,0.0166,0.0166,0.6805,0.5519,0.3859,0.6473,0.7759,3.0415,0.7635,7.2283,0.4315,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2235,136,36,0,10,23,20,7,12,7,19,0,10,7,10,0,10,16.9,4.6,0.0,1.5,1.4,1.2,0.4,0.7,0.4,1.1,0.0,1.5,0.4,0.6,0.0,1.5
46,South Dakota,SD,46061,Hanson County,46061964100,Census Tract 9641; Hanson County; South Dakota,434.582076777148,3443,0,1280,24,1106,48,466,144,38,22,164,39,113,27,137,58,541,6,1056,15,222,47,34,25,0,40,229,50,0,14,48,26,2,11,15,12,27,5,13.5,4.2,2.0,1.1,14.8,3.5,5.3,1.3,4.0,1.7,15.7,0.2,30.7,0.4,6.5,1.4,3.1,2.3,0.0,1.3,6.7,1.5,0.0,1.1,3.8,2.0,0.2,1.0,1.4,1.0,0.8,0.1,0.2905,0.4191,0.2656,0.3402,0.1328,1.4482,0.1867,0.3527,0.8672,0.0622,0.3071,0.0,1.5892,0.0747,0.2282,0.2282,0.2282,0.0,0.3859,0.2697,0.2199,0.3942,1.2697,0.1037,4.5353,0.0581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,114,35,0,10,1,3,0,10,0,10,0,10,228,49,0,10,10.3,3.2,0.0,0.7,0.0,0.1,0.0,0.7,0.0,0.7,0.0,0.7,6.6,1.4,0.0,0.7
46,South Dakota,SD,46063,Harding County,46063968700,Census Tract 9687; Harding County; South Dakota,2671.56842193558,1176,118,711,71,518,71,134,53,16,14,36,17,51,29,45,26,223,37,243,61,96,34,13,11,0,40,178,166,5,12,115,45,21,17,8,10,44,6,11.5,4.4,2.2,2.0,6.9,3.1,5.9,3.3,3.9,2.2,19.0,3.1,20.7,3.9,8.2,3.2,2.6,2.1,0.0,3.6,15.1,14.0,0.7,1.7,16.2,6.3,4.1,3.2,1.5,1.9,3.7,0.3,0.1826,0.4523,0.0124,0.39,0.1286,1.1659,0.1203,0.5519,0.2614,0.1369,0.2241,0.0,1.1743,0.0124,0.5768,0.5768,0.5768,0.2116,0.8465,0.8174,0.2407,0.722,2.8382,0.7012,5.7552,0.1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,54,25,0,10,23,24,0,10,25,21,0,10,124,40,6,8,10.4,4.5,0.0,2.1,2.0,2.0,0.0,2.1,2.1,1.8,0.0,2.1,10.5,3.3,0.5,0.6
46,South Dakota,SD,46065,Hughes County,46065977700,Census Tract 9777; Hughes County; South Dakota,11.256034308714,5778,488,2830,210,2669,237,811,289,14,26,759,236,52,52,478,224,973,182,1318,254,538,183,182,103,12,59,712,693,436,152,124,90,47,53,185,137,40,5,14.2,4.9,0.4,0.8,28.4,8.5,1.3,1.3,8.3,3.9,16.8,3.2,22.8,3.1,9.3,3.0,6.8,3.8,0.2,1.1,12.3,11.9,15.4,5.2,4.4,3.2,1.8,2.0,6.9,5.0,0.7,0.1,0.3444,0.0996,0.8257,0.0456,0.5394,1.8547,0.3112,0.4149,0.3983,0.2282,0.7469,0.4855,2.2738,0.4191,0.4772,0.4772,0.4772,0.751,0.4149,0.6307,0.7261,0.3776,2.9003,0.7261,7.506,0.4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8258,142,85,0,15,155,143,70,74,265,149,0,15,222,125,0,15,5.3,3.1,0.0,0.4,2.7,2.4,1.2,1.3,4.6,2.6,0.0,0.4,3.8,2.2,0.0,0.4
46,South Dakota,SD,46065,Hughes County,46065977800,Census Tract 9778; Hughes County; South Dakota,16.852669285562,5475,463,2136,183,2033,200,582,213,21,35,338,129,160,72,85,68,921,207,1272,247,600,216,88,67,0,60,955,608,89,60,364,127,0,21,41,43,710,36,12.3,4.3,0.8,1.3,16.6,6.1,4.0,1.9,1.8,1.4,16.8,4.0,23.2,3.3,12.6,4.7,4.3,3.3,0.0,1.2,17.4,11.0,4.2,2.8,17.0,6.1,0.0,1.0,2.0,2.1,13.0,1.3,0.2324,0.2033,0.4025,0.2075,0.0124,1.0581,0.0954,0.4149,0.4357,0.5934,0.4896,0.0,1.9336,0.2075,0.6183,0.6183,0.6183,0.4689,0.8548,0.0,0.2863,0.9461,2.5561,0.5809,6.1661,0.2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3976,236,125,7,10,226,148,13,24,578,242,0,15,131,119,0,15,11.6,6.2,0.1,0.2,4.1,2.7,0.2,0.4,10.6,4.1,0.0,0.5,2.4,2.2,0.0,0.5
46,South Dakota,SD,46065,Hughes County,46065977900,Census Tract 9779; Hughes County; South Dakota,5.709141238628,3281,482,1672,220,1509,250,757,393,3,13,239,105,96,54,328,200,596,96,724,267,615,138,71,76,5,43,944,613,305,123,180,78,116,135,190,130,334,16,25.3,12.5,0.2,0.8,15.8,6.4,4.2,2.5,10.8,6.4,18.2,4.1,22.1,5.9,20.2,4.8,4.7,5.0,0.2,1.4,28.8,18.2,18.3,7.0,10.8,5.2,7.7,8.9,12.6,8.6,10.2,1.6,0.7261,0.0788,0.3361,0.2324,0.7012,2.0746,0.3942,0.5021,0.3485,0.9585,0.5602,0.4855,2.8548,0.8174,0.805,0.805,0.805,0.7967,0.7095,0.9212,0.917,0.917,4.2614,0.9917,9.9958,0.834,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,3,4,6046,240,146,0,10,189,140,5,11,463,189,0,10,287,222,0,10,15.9,9.2,0.0,0.8,5.8,3.9,0.2,0.3,14.1,5.7,0.0,0.8,8.7,6.1,0.0,0.8
46,South Dakota,SD,46065,Hughes County,46065978000,Census Tract 9780; Hughes County; South Dakota,707.708883307292,3278,287,1315,158,1185,161,356,186,0,10,126,59,99,46,213,150,564,121,1062,192,358,87,5,7,0,40,801,419,0,14,343,107,4,11,140,106,0,10,10.9,5.6,0.0,1.5,10.6,4.8,4.7,2.2,6.5,4.5,17.2,4.0,32.4,4.6,11.0,2.6,0.4,0.6,0.0,1.3,24.4,12.6,0.0,1.1,26.1,7.6,0.3,0.9,11.8,8.6,0.0,0.3,0.1701,0.0,0.0622,0.2697,0.4149,0.9169,0.0581,0.4481,0.9087,0.4274,0.0207,0.0,1.8049,0.1494,0.7552,0.7552,0.7552,0.0,0.9461,0.2822,0.9087,0.0,2.137,0.3651,5.614,0.166,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,3,1461,175,84,1,2,35,43,0,10,673,307,0,10,92,98,0,10,14.8,6.6,0.0,0.1,1.1,1.3,0.0,0.8,20.5,8.7,0.0,0.8,2.8,3.0,0.0,0.8
46,South Dakota,SD,46067,Hutchinson County,46067968600,Census Tract 9686; Hutchinson County; South Dakota,337.565950402014,3320,215,1398,66,1235,86,639,212,33,21,215,51,166,78,158,63,779,75,916,159,456,69,26,25,16,40,423,271,56,27,63,31,18,26,55,23,150,12,20.2,6.5,2.0,1.3,17.4,3.9,7.5,3.4,4.9,2.0,23.5,2.5,27.6,3.5,14.2,2.3,2.1,2.0,0.5,1.3,12.7,8.1,4.0,1.9,4.5,2.2,1.5,2.1,4.5,1.8,4.5,0.2,0.5975,0.4191,0.444,0.5643,0.2365,2.2614,0.4564,0.7718,0.7386,0.7427,0.1701,0.6515,3.0747,0.8797,0.4938,0.4938,0.4938,0.4481,0.4232,0.556,0.5685,0.7884,2.7842,0.6722,8.6141,0.6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,254,55,0,10,117,44,47,24,21,24,0,10,238,183,0,10,20.6,4.2,0.0,0.7,3.5,1.3,1.4,0.7,0.6,0.7,0.0,0.7,7.2,5.2,0.0,0.7
46,South Dakota,SD,46067,Hutchinson County,46067968700,Census Tract 9687; Hutchinson County; South Dakota,132.502346907688,2589,173,1084,68,1042,69,526,129,21,18,157,53,106,51,117,75,494,76,653,118,267,75,64,42,6,40,120,248,54,33,0,10,0,14,35,20,104,12,20.8,4.9,1.5,1.3,15.1,5.0,6.2,3.0,4.6,2.9,19.1,2.9,25.2,3.6,10.6,2.9,6.1,4.0,0.3,1.7,4.6,9.6,4.9,3.0,0.0,2.3,0.0,1.3,3.4,1.9,4.0,0.4,0.6141,0.3817,0.278,0.4315,0.1909,1.8962,0.3278,0.5768,0.5809,0.3693,0.6846,0.527,2.7386,0.7552,0.0954,0.0954,0.0954,0.5062,0.0,0.0,0.4689,0.7552,1.7303,0.2075,6.4605,0.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307,182,52,0,10,45,33,0,10,10,22,0,10,61,50,4,6,17.5,5.0,0.0,1.0,1.7,1.3,0.0,1.0,0.4,0.8,0.0,1.0,2.4,1.9,0.2,0.2
46,South Dakota,SD,46067,Hutchinson County,46067968800,Census Tract 9688; Hutchinson County; South Dakota,342.944623850026,1492,139,738,59,654,63,190,73,3,4,46,25,128,46,46,24,348,43,354,66,214,49,9,13,11,45,88,194,0,14,22,16,5,13,49,40,105,11,13.7,5.1,0.4,0.5,7.0,3.8,12.0,4.1,3.2,1.7,23.3,3.4,23.7,3.7,14.8,3.4,1.4,2.0,0.8,3.3,5.9,13.0,0.0,1.9,3.0,2.2,0.8,2.0,7.5,5.8,7.0,0.3,0.3112,0.0996,0.0166,0.8257,0.0871,1.3402,0.166,0.7635,0.4772,0.7635,0.1079,0.7427,2.8548,0.8174,0.1701,0.1701,0.1701,0.0,0.3361,0.4564,0.7676,0.8755,2.4356,0.5021,6.8007,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,101,35,0,10,25,33,0,10,3,6,0,10,60,39,0,10,15.4,5.2,0.0,1.7,1.7,2.2,0.0,1.7,0.2,0.4,0.0,1.7,4.0,2.6,0.0,1.7
46,South Dakota,SD,46069,Hyde County,46069976700,Census Tract 9767; Hyde County; South Dakota,860.629008225028,1319,176,641,71,541,56,146,71,5,7,85,29,91,35,67,39,318,53,283,72,136,31,7,12,0,40,134,231,4,11,71,35,0,14,0,10,44,3,11.4,5.3,0.7,0.9,15.7,5.1,9.2,3.5,5.2,3.1,24.1,4.4,21.5,3.5,10.6,2.4,1.3,2.2,0.0,3.2,10.2,17.5,0.6,1.7,11.1,5.3,0.0,2.6,0.0,4.5,3.3,0.5,0.1784,0.1618,0.3112,0.6929,0.2697,1.614,0.2199,0.8008,0.3071,0.3693,0.0954,0.0,1.5726,0.0664,0.3859,0.3859,0.3859,0.1867,0.7178,0.0,0.0,0.6971,1.6016,0.1701,5.1741,0.1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,73,25,20,27,52,53,0,10,21,29,0,10,41,32,0,10,13.5,4.7,1.5,2.0,3.9,3.8,0.0,1.9,1.6,2.2,0.0,1.9,3.1,2.2,0.0,1.9
46,South Dakota,SD,46071,Jackson County,46071941200,Census Tract 9412; Jackson County; South Dakota,1063.687001405436,1875,173,475,73,373,68,1062,232,56,52,128,56,171,78,522,144,195,58,708,136,174,60,86,50,5,41,1683,192,0,14,75,32,56,30,43,26,17,3,56.9,11.2,10.7,9.2,34.3,13.6,16.4,7.6,27.8,7.1,10.4,3.0,37.8,5.2,9.3,3.0,23.0,12.7,0.3,2.4,89.8,6.0,0.0,2.9,15.8,6.4,15.1,7.6,11.5,6.7,0.9,0.1,0.9751,0.9419,0.917,0.9295,0.9544,4.7179,0.9959,0.1286,0.9627,0.2282,0.9959,0.527,2.8424,0.805,0.9751,0.9751,0.9751,0.0,0.8299,0.9793,0.9004,0.4066,3.1162,0.7967,11.6516,0.9544,1,1,1,1,1,5,0,1,0,1,0,2,1,1,0,0,1,1,0,2,10,1035,153,43,8,8,0,10,8,12,1628,208,0,10,39,51,0,10,41.0,10.6,0.4,0.4,0.0,1.3,0.4,0.6,86.8,5.7,0.0,1.3,2.1,2.7,0.0,1.3
46,South Dakota,SD,46071,Jackson County,46071961100,Census Tract 9611; Jackson County; South Dakota,800.194729742074,963,173,542,77,362,78,341,131,10,18,73,43,50,32,170,71,220,53,220,70,88,32,12,16,0,40,227,227,54,39,116,36,19,14,66,51,67,8,38.4,12.7,2.7,4.7,20.2,11.1,7.4,4.7,18.6,6.7,22.8,4.9,22.8,5.2,9.6,3.6,3.3,4.4,0.0,4.7,23.6,23.2,10.0,7.1,21.4,6.2,5.2,3.7,18.2,12.2,7.0,1.5,0.8714,0.5934,0.5643,0.5519,0.8921,3.4731,0.7925,0.7344,0.3983,0.2822,0.3195,0.0,1.7344,0.1162,0.7386,0.7386,0.7386,0.6515,0.9046,0.8714,0.971,0.8755,4.274,0.9959,10.2201,0.8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1144,161,62,0,10,23,37,9,8,168,89,0,10,27,23,0,10,44.5,11.9,0.0,2.6,2.4,3.8,0.9,0.9,17.4,8.4,0.0,2.6,2.8,2.3,0.0,2.6
46,South Dakota,SD,46073,Jerauld County,46073974100,Census Tract 9741; Jerauld County; South Dakota,526.13241737103,1836,151,1016,63,859,75,268,74,7,10,139,48,116,47,97,54,568,58,383,63,287,66,32,19,0,40,220,208,38,22,74,32,41,42,44,21,46,3,15.0,3.9,0.7,1.0,16.2,5.4,8.3,3.3,5.4,3.0,30.9,3.9,20.9,2.3,16.0,3.7,3.7,2.2,0.0,2.3,12.0,11.3,3.8,2.2,7.3,3.1,4.8,4.9,5.1,2.5,2.5,0.3,0.4025,0.1618,0.3651,0.6183,0.3029,1.8506,0.3071,0.9834,0.2697,0.8216,0.4108,0.0,2.4855,0.5726,0.4606,0.4606,0.4606,0.4357,0.5726,0.8423,0.6183,0.5934,3.0623,0.7759,7.859,0.527,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2399,132,44,0,10,135,65,0,10,28,25,0,10,57,36,0,10,15.4,4.8,0.0,1.4,7.4,3.4,0.0,1.4,1.5,1.4,0.0,1.4,3.1,1.9,0.0,1.4
46,South Dakota,SD,46075,Jones County,46075091600,Census Tract 916; Jones County; South Dakota,969.67151653046,1006,118,510,54,381,53,202,93,8,12,35,21,34,43,126,71,217,77,300,80,45,23,24,19,0,40,219,166,0,14,150,47,20,17,10,13,0,10,20.1,8.9,1.6,2.4,9.2,5.4,5.1,6.2,12.5,7.0,21.6,7.3,29.8,6.2,4.5,2.3,6.3,4.9,0.0,4.5,21.8,16.3,0.0,2.7,29.4,8.6,5.3,4.4,2.6,3.3,0.0,1.0,0.5934,0.4025,0.0373,0.2988,0.7427,2.0747,0.3983,0.6971,0.8465,0.0207,0.7054,0.0,2.2697,0.4149,0.7178,0.7178,0.7178,0.0,0.9751,0.8755,0.3651,0.0,2.2157,0.4191,7.2779,0.4398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,696,60,34,14,22,0,10,0,10,191,92,0,10,12,24,2,3,15.7,8.4,1.4,2.2,0.0,2.5,0.0,2.5,19.0,8.7,0.0,2.5,1.2,2.4,0.2,0.4
46,South Dakota,SD,46077,Kingsbury County,46077958100,Census Tract 9581; Kingsbury County; South Dakota,455.109934011804,3003,160,1645,71,1165,88,460,107,14,14,235,55,144,51,187,67,611,47,738,70,309,84,42,21,3,37,246,226,67,36,138,63,23,20,89,41,87,9,15.6,3.5,0.9,1.0,20.2,4.5,7.2,2.4,6.3,2.2,20.3,1.4,24.6,2.0,10.4,2.6,3.6,1.8,0.1,1.3,8.2,7.5,4.1,2.2,8.4,3.8,2.0,1.7,7.6,3.3,2.9,0.3,0.4398,0.2282,0.5643,0.5353,0.3817,2.1493,0.4232,0.6432,0.5477,0.3568,0.3776,0.444,2.3693,0.473,0.3112,0.3112,0.3112,0.4647,0.6349,0.6598,0.7759,0.6515,3.1868,0.8133,8.0166,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229,161,53,0,10,145,4,4,7,13,16,0,10,73,45,11,14,13.8,4.1,0.0,0.8,4.8,0.3,0.1,0.2,0.4,0.5,0.0,0.8,2.4,1.5,0.4,0.5
46,South Dakota,SD,46077,Kingsbury County,46077958200,Census Tract 9582; Kingsbury County; South Dakota,377.12658603505,2169,160,991,63,838,69,282,91,7,7,116,31,193,58,99,40,559,47,543,72,259,49,22,16,0,40,84,224,15,17,66,32,13,10,8,7,53,3,13.3,4.2,0.7,0.7,13.8,3.5,12.7,3.6,4.7,1.8,25.8,2.1,25.0,2.3,12.2,2.3,2.6,1.9,0.0,2.0,3.9,10.3,1.5,1.7,6.7,3.2,1.6,1.2,1.0,0.9,2.4,0.2,0.2739,0.1618,0.195,0.8299,0.1992,1.6598,0.2365,0.8714,0.5685,0.5187,0.2241,0.0,2.1827,0.361,0.0705,0.0705,0.0705,0.2905,0.5228,0.5809,0.1618,0.5809,2.1369,0.361,6.0499,0.2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,135,31,0,10,2,4,2,3,43,57,0,10,37,38,0,10,16.1,3.6,0.0,1.1,0.1,0.2,0.1,0.2,2.0,2.6,0.0,1.1,1.7,1.7,0.0,1.1
46,South Dakota,SD,46079,Lake County,46079960100,Census Tract 9601; Lake County; South Dakota,410.332145297028,2565,228,1128,114,1045,112,278,116,11,11,151,72,141,54,75,37,639,122,546,108,274,74,14,12,58,49,148,319,23,17,11,9,0,14,1,3,0,10,10.8,4.4,0.8,0.8,14.4,6.7,7.4,2.8,3.0,1.5,24.9,4.9,21.3,3.3,10.8,2.9,1.4,1.1,2.4,2.0,5.8,12.4,2.0,1.5,1.0,0.8,0.0,1.3,0.1,0.3,0.0,0.4,0.1618,0.2033,0.2199,0.5519,0.0664,1.2033,0.1245,0.8465,0.2988,0.3983,0.1079,0.9212,2.5727,0.6307,0.1577,0.1577,0.1577,0.3237,0.2033,0.0,0.0415,0.0,0.5685,0.0083,4.5022,0.0539,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,758,112,53,0,10,124,70,12,15,0,10,0,10,12,12,0,10,10.7,4.7,0.0,1.0,4.8,2.6,0.5,0.6,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0
